Student_ID,Student_Name,University,Program,Graduation_Year,Region,Gender,Caste_Category,Socioeconomic_Status,Location_Type,Employment_Status,Industry,Avg_Starting_Salary,Employment_Rate,Avg_Time_to_Employment_months,Job_Satisfaction_Score,Tuition_Fees,Avg_Debt,Scholarship_Amount,ROI_Score,Career_Services_Score,Career_Guidance_Hours,Internship_Rate,Mentorship_Program,Alumni_Network_Score,Networking_Events_Attended
283,Navya Mehta,Christ University,Civil Engineering,2023,West,Female,ST,Middle,Urban,Employed,Healthcare,690544,0.87,1.1,10.0,409870,190035,151903,2.68,7.7,14,0.93,Yes,9.8,8
284,Vihaan Bose,Delhi University,Economics,2018,South,Female,General,Middle,Rural,Employed,IT,554389,0.83,2.4,8.3,576369,446666,34789,1.02,8.1,12,0.7,No,7.7,9
285,Aarav Roy,Anna University,Electrical Engineering,2023,North,Female,OBC,Middle,Rural,Employed,Finance,674695,0.93,1.2,9.5,553575,413363,87269,1.45,8.6,18,0.87,Yes,7.9,0
286,Navya Pandey,Amity University,Computer Science,2020,North,Male,ST,Middle,Rural,Employed,Consulting,361573,0.89,2.9,8.9,333781,208308,17565,1.14,8.7,14,0.95,Yes,9.3,9
287,Krishna Gupta,IIM Ahmedabad,Business Administration,2020,North,Female,ST,Middle,Urban,Employed,Consulting,970280,0.88,2.1,8.7,624386,339112,138066,2.0,9.5,27,0.87,No,8.4,1
288,Krishna Roy,IIT Bombay,Mechanical Engineering,2019,North,Female,OBC,Middle,Urban,Employed,Education,602412,0.96,2.6,6.5,267466,173462,65054,2.98,7.5,30,0.71,No,7.6,5
289,Sara Roy,Manipal University,Computer Science,2022,South,Female,OBC,Low,Urban,Employed,Consulting,605546,0.88,2.7,9.6,581690,342820,171903,1.48,8.9,28,0.87,No,8.0,4
290,Sai Singh,IIT Kanpur,Psychology,2020,East,Female,SC,Low,Urban,Employed,Public Sector,815896,0.83,1.4,10.0,324444,197688,21075,2.69,9.1,15,0.91,Yes,7.9,9
291,Arjun Roy,IIM Bangalore,Business Administration,2020,East,Male,OBC,High,Urban,Employed,Manufacturing,637898,0.93,3.8,9.7,541029,283615,42623,1.28,8.6,10,0.8,No,7.4,2
292,Aarav Chatterjee,Delhi University,Business Administration,2020,West,Female,ST,Middle,Urban,Employed,Finance,619091,0.88,1.3,6.2,652248,489242,36548,1.01,9.0,10,0.8,Yes,7.4,10
293,Krishna Desai,Delhi University,Civil Engineering,2023,West,Female,OBC,Low,Urban,Employed,Finance,587747,0.87,3.1,7.7,686648,341409,257145,1.37,8.0,11,0.93,No,8.8,6
294,Aadhya Sharma,IIM Bangalore,Business Administration,2023,South,Female,SC,Middle,Urban,Employed,Public Sector,669125,0.82,2.8,6.3,585798,411138,75663,1.31,7.5,23,0.88,No,9.2,3
295,Ananya Mehta,Christ University,Biotechnology,2018,North,Female,General,High,Rural,Employed,Research,843644,0.85,2.5,9.3,436606,221471,145703,2.9,8.4,14,0.75,No,8.7,4
296,Saanvi Das,Anna University,Biotechnology,2020,South,Female,OBC,Low,Urban,Employed,Education,982112,0.8,3.3,8.0,645495,233726,174565,2.09,9.7,25,0.93,Yes,8.3,1
297,Anika Pandey,Jadavpur University,Psychology,2020,North,Female,SC,High,Rural,Employed,IT,625205,0.85,2.3,9.6,422144,161015,15338,1.54,7.4,14,0.79,Yes,8.4,5
298,Vihaan Das,IIM Bangalore,Biotechnology,2022,North,Male,OBC,High,Urban,Employed,Manufacturing,799340,0.94,1.0,8.1,488277,359480,179560,2.59,9.4,21,0.72,No,7.8,5
299,Pari Bose,IIM Ahmedabad,Electrical Engineering,2022,South,Male,OBC,Low,Urban,Employed,Finance,711899,0.92,1.4,7.8,587619,311582,20027,1.25,7.3,10,0.82,No,7.4,9
300,Navya Joshi,IIT Madras,Data Science,2023,South,Male,General,Low,Urban,Employed,Healthcare,1116407,0.93,1.1,6.4,472361,171312,34135,2.55,9.9,13,0.72,No,8.3,10
301,Navya Desai,IIT Delhi,Psychology,2023,East,Male,SC,Low,Urban,Employed,IT,1079146,0.82,3.5,9.8,251191,173619,78878,6.26,7.6,15,0.87,Yes,9.7,9
302,Aadhya Pandey,IIT Madras,Biotechnology,2023,South,Male,General,Low,Urban,Employed,Healthcare,538070,0.86,2.8,7.8,445548,171931,140804,1.77,7.0,16,0.93,No,9.2,1
303,Sai Pandey,BITS Pilani,Economics,2018,East,Male,OBC,Middle,Urban,Employed,Public Sector,805538,0.86,1.3,7.1,265674,148741,64987,4.01,9.3,27,0.88,Yes,9.1,9
304,Ananya Roy,IIT Kanpur,Biotechnology,2021,North,Female,SC,Middle,Urban,Employed,Consulting,825473,0.82,2.2,8.8,338006,103562,128882,3.95,9.0,26,0.86,Yes,8.2,1
305,Sai Reddy,IIM Ahmedabad,Civil Engineering,2019,North,Female,OBC,High,Rural,Employed,Research,708378,0.97,2.5,6.6,673354,295776,143116,1.34,9.3,22,0.79,No,9.4,7
306,Aditya Iyer,IIM Bangalore,Psychology,2018,North,Female,OBC,High,Urban,Employed,IT,674801,0.93,3.0,8.1,221542,121641,3506,3.09,9.9,20,0.74,Yes,8.1,7
307,Ira Kumar,IIM Bangalore,Psychology,2018,North,Female,SC,High,Rural,Employed,Research,634283,0.95,1.5,7.7,274921,135210,41229,2.71,9.6,11,0.71,No,8.3,4
308,Myra Mehta,SRM University,Mechanical Engineering,2021,North,Female,ST,Middle,Urban,Employed,Education,690966,0.9,1.4,7.5,668721,398238,198074,1.47,8.9,19,0.78,Yes,8.1,9
309,Aarav Joshi,BITS Pilani,Mechanical Engineering,2018,East,Female,SC,Middle,Rural,Employed,Healthcare,299448,0.86,1.1,7.3,409642,170948,81815,0.91,8.8,12,0.92,Yes,9.7,7
310,Sara Desai,Delhi University,Economics,2020,North,Female,General,High,Rural,Unemployed,,0,0.86,,,546086,319556,84520,0.0,8.7,13,0.87,Yes,9.4,8
311,Diya Menon,Jadavpur University,Data Science,2022,North,Female,ST,Low,Rural,Employed,Healthcare,936928,0.92,2.7,8.4,451314,195228,77940,2.51,10.0,17,0.86,Yes,8.2,4
312,Vivaan Desai,SRM University,Biotechnology,2023,North,Female,ST,Low,Rural,Employed,Education,684645,0.91,2.6,9.5,679152,476807,226969,1.51,9.0,23,0.8,No,7.9,10
313,Navya Menon,Jadavpur University,Psychology,2022,North,Male,ST,Middle,Rural,Employed,Healthcare,951078,0.85,3.5,6.3,531969,282604,63012,2.03,7.5,19,0.91,No,9.1,3
314,Sara Singh,Christ University,Data Science,2019,West,Male,SC,High,Urban,Employed,Finance,819866,0.87,3.7,6.8,307246,121656,32189,2.98,9.4,25,0.84,No,7.9,4
315,Arjun Sharma,IIM Bangalore,Data Science,2018,North,Male,General,High,Rural,Employed,Finance,950277,0.87,3.5,9.4,479153,287875,16667,2.05,9.7,21,0.87,Yes,8.2,3
316,Aditya Desai,Manipal University,Biotechnology,2022,South,Male,SC,Middle,Urban,Employed,Finance,667475,0.82,1.5,9.9,478634,222393,153177,2.05,9.2,17,0.93,Yes,9.4,7
317,Sara Singh,Christ University,Marketing,2020,North,Male,ST,High,Rural,Employed,Research,914119,0.94,1.1,9.9,647920,415555,252527,2.31,7.8,14,0.79,No,9.4,9
318,Vihaan Patel,Manipal University,Civil Engineering,2022,North,Female,ST,Middle,Rural,Employed,Healthcare,474491,0.85,3.6,6.6,613892,303407,238495,1.26,9.9,18,0.78,Yes,9.8,7
319,Diya Bose,SRM University,Computer Science,2020,West,Female,General,Middle,Rural,Employed,Research,809616,0.88,1.1,6.2,255272,181804,91551,4.95,7.8,23,0.85,No,7.2,10
320,Sai Roy,SRM University,Electrical Engineering,2022,East,Male,ST,Low,Rural,Employed,Finance,927718,0.93,2.0,7.9,266211,100870,67681,4.67,9.1,30,0.89,No,9.3,2
321,Ishaan Menon,VIT Vellore,Marketing,2020,West,Female,SC,Low,Urban,Employed,Manufacturing,467695,0.95,3.9,6.8,562608,415314,218806,1.36,9.7,10,0.93,Yes,7.7,2
322,Vihaan Chopra,Jadavpur University,Economics,2022,South,Female,OBC,Low,Rural,Employed,Finance,669632,0.83,3.6,9.1,164800,108651,57037,6.21,9.3,25,0.73,Yes,9.8,4
323,Pari Chopra,IIT Madras,Economics,2019,West,Male,OBC,Middle,Urban,Employed,Research,809479,0.81,2.4,9.5,303032,95269,34314,3.01,7.7,17,0.79,No,8.4,6
324,Krishna Chopra,Manipal University,Economics,2020,North,Female,General,Low,Urban,Employed,Healthcare,1001258,0.8,2.5,7.5,643808,485504,158957,2.07,9.8,29,0.88,Yes,9.9,6
325,Aadhya Nair,Amity University,Biotechnology,2020,West,Male,OBC,Middle,Urban,Employed,Public Sector,684621,0.88,3.9,7.1,288327,99422,93094,3.51,8.6,13,0.78,Yes,7.4,5
326,Sara Das,Amity University,Data Science,2023,East,Female,SC,Middle,Urban,Employed,Public Sector,905960,0.84,1.1,7.0,308612,178327,120960,4.83,9.0,11,0.75,Yes,9.4,7
327,Sara Iyer,Amity University,Psychology,2021,West,Male,ST,Middle,Rural,Employed,Finance,1088313,0.9,3.0,6.8,305245,110445,12265,3.71,7.6,15,0.89,No,7.9,0
328,Navya Desai,IIT Madras,Economics,2018,East,Male,OBC,Middle,Urban,Employed,Education,915414,0.88,3.1,7.9,277916,138147,77376,4.56,9.8,20,0.74,Yes,7.3,10
329,Ishaan Bhat,VIT Vellore,Computer Science,2023,East,Female,General,High,Rural,Employed,Manufacturing,759390,0.82,1.8,7.0,371634,271902,74174,2.55,8.0,12,0.84,No,7.2,6
330,Vivaan Sharma,Christ University,Civil Engineering,2018,South,Male,ST,Middle,Rural,Unemployed,,0,0.94,,,463048,252556,113340,0.0,9.2,29,0.73,Yes,9.8,8
331,Krishna Mehta,Anna University,Economics,2021,North,Female,SC,High,Rural,Employed,Consulting,833945,0.96,2.6,8.6,345408,178594,111677,3.57,7.3,24,0.87,Yes,8.5,1
332,Ananya Roy,BITS Pilani,Mechanical Engineering,2019,East,Female,SC,Low,Urban,Employed,Research,817878,0.82,3.0,8.3,459834,268666,144439,2.59,7.2,13,0.83,No,7.1,4
333,Aadhya Singh,Jadavpur University,Mechanical Engineering,2019,South,Male,General,High,Rural,Employed,Research,897608,0.86,3.8,9.2,197457,67460,39013,5.67,7.9,24,0.86,No,9.2,3
334,Sai Reddy,Manipal University,Marketing,2021,North,Female,General,Middle,Urban,Employed,Finance,1116026,0.91,3.9,7.4,163950,63263,62537,11.0,8.4,29,0.88,No,8.2,10
335,Myra Das,IIT Bombay,Electrical Engineering,2023,North,Male,General,Low,Urban,Employed,Healthcare,681096,0.81,3.3,6.6,178117,72068,19025,4.28,8.9,30,0.91,Yes,8.3,6
336,Aarav Iyer,IIT Madras,Electrical Engineering,2022,West,Female,ST,Middle,Urban,Employed,Healthcare,917665,0.97,3.5,8.9,361118,161569,102690,3.55,7.2,30,0.91,No,7.0,9
337,Meera Das,IIT Delhi,Psychology,2023,South,Female,ST,High,Rural,Employed,IT,908696,0.82,2.9,8.6,169943,86841,41399,7.07,8.7,30,0.8,No,7.8,7
338,Sara Sharma,IIT Madras,Data Science,2022,South,Male,ST,Middle,Rural,Employed,Healthcare,1006984,0.96,3.5,8.7,505627,384715,187485,3.17,9.0,19,0.88,No,7.4,5
339,Pari Menon,Jadavpur University,Civil Engineering,2019,South,Female,General,High,Rural,Employed,Healthcare,745959,0.89,4.0,7.4,313907,189246,13225,2.48,9.4,25,0.78,Yes,9.8,4
340,Aadhya Menon,IIT Madras,Biotechnology,2022,North,Male,General,Middle,Rural,Employed,Healthcare,989523,0.95,3.6,9.5,276550,160672,63748,4.65,7.8,21,0.89,No,8.0,9
341,Aditya Patel,Amity University,Psychology,2022,North,Female,General,Low,Urban,Employed,Finance,664717,0.92,1.3,8.6,325160,199961,114146,3.15,7.6,19,0.88,No,8.1,5
342,Arjun Iyer,Christ University,Civil Engineering,2020,West,Female,ST,Low,Urban,Employed,Education,353934,0.83,3.3,7.7,679554,262057,139468,0.66,8.1,21,0.86,Yes,9.3,3
343,Arjun Bose,BITS Pilani,Economics,2018,South,Female,SC,Low,Rural,Employed,Finance,483949,0.91,2.9,9.6,238896,112078,52645,2.6,9.9,11,0.8,Yes,7.5,0
344,Navya Das,BITS Pilani,Economics,2022,East,Female,SC,Middle,Urban,Employed,Manufacturing,803210,0.95,3.3,7.6,573559,300025,53774,1.55,9.7,29,0.86,No,8.9,3
345,Ananya Reddy,IIT Delhi,Biotechnology,2019,East,Female,ST,High,Urban,Employed,Finance,978482,0.84,3.3,8.9,686526,395365,273330,2.37,8.0,10,0.71,No,8.9,8
346,Aditya Patel,Christ University,Business Administration,2021,North,Female,SC,Low,Urban,Employed,Education,819124,0.86,1.9,9.1,155466,81864,15472,5.85,9.4,28,0.88,Yes,10.0,9
347,Arjun Chopra,Delhi University,Civil Engineering,2021,East,Male,SC,High,Urban,Employed,Finance,833038,0.84,1.2,8.7,303672,199154,108584,4.27,8.2,23,0.92,No,7.3,6
348,Saanvi Chatterjee,Delhi University,Economics,2023,West,Female,ST,High,Rural,Employed,Public Sector,913787,0.92,2.4,6.1,587174,418012,37839,1.66,8.5,24,0.73,Yes,8.5,2
349,Meera Pandey,Amity University,Mechanical Engineering,2018,East,Female,General,Low,Rural,Employed,Manufacturing,901875,0.81,3.7,9.6,273461,132829,49081,4.02,7.9,14,0.74,No,8.5,3
350,Sai Mehta,IIT Delhi,Mechanical Engineering,2022,West,Female,General,Low,Rural,Employed,Education,1049465,0.89,2.4,7.8,624348,468350,204826,2.5,8.1,29,0.73,Yes,9.5,7
351,Arjun Joshi,IIT Bombay,Marketing,2022,East,Female,ST,Low,Rural,Employed,IT,702520,0.9,1.4,8.2,614620,410539,169323,1.58,7.3,10,0.84,No,7.5,3
352,Anika Chatterjee,Jadavpur University,Computer Science,2023,North,Male,ST,High,Urban,Employed,Manufacturing,880764,0.87,1.1,9.4,169895,74325,26975,6.16,7.7,28,0.81,No,9.1,0
353,Diya Bose,IIT Madras,Economics,2018,North,Male,SC,Middle,Rural,Employed,Finance,1101954,0.81,3.9,6.7,326324,144455,23942,3.64,7.8,19,0.94,Yes,7.3,0
354,Ananya Chopra,IIT Bombay,Business Administration,2018,West,Male,ST,Middle,Rural,Employed,IT,880406,0.81,2.4,7.6,362398,152138,61994,2.93,8.5,22,0.94,No,9.3,7
355,Aarav Bose,VIT Vellore,Civil Engineering,2022,South,Male,SC,High,Urban,Employed,Manufacturing,1057394,0.86,4.0,9.1,469409,274192,116911,3.0,7.3,16,0.9,Yes,8.9,8
356,Sara Chatterjee,Anna University,Computer Science,2018,South,Male,ST,High,Rural,Employed,IT,711072,0.9,2.5,6.2,655608,286272,131538,1.36,9.5,21,0.91,Yes,8.1,8
357,Saanvi Reddy,IIM Bangalore,Mechanical Engineering,2019,West,Female,General,Low,Rural,Employed,Consulting,992770,0.96,2.0,9.7,509279,314523,197314,3.18,9.1,20,0.79,No,7.8,2
358,Aarav Bhat,Anna University,Computer Science,2022,West,Male,OBC,Middle,Rural,Employed,Finance,994711,0.87,3.5,9.2,231288,131677,88029,6.94,8.3,22,0.91,No,7.4,0
359,Aditya Roy,IIM Ahmedabad,Civil Engineering,2023,East,Female,General,Low,Urban,Employed,Consulting,473556,0.85,3.7,8.8,350814,121024,79476,1.75,9.4,25,0.94,Yes,7.7,3
360,Aarav Kumar,Christ University,Economics,2022,South,Male,SC,High,Rural,Employed,Healthcare,856192,0.83,3.0,10.0,334055,111133,33619,2.85,9.2,28,0.91,No,7.4,10
361,Meera Bhat,IIM Bangalore,Biotechnology,2021,East,Female,General,Middle,Urban,Employed,Research,834118,0.81,3.8,8.1,437347,157820,135867,2.77,8.4,11,0.92,Yes,8.1,5
362,Aarav Chopra,IIT Kanpur,Business Administration,2018,West,Male,General,High,Urban,Employed,Healthcare,967113,0.9,2.9,7.3,356440,136245,81475,3.52,7.2,10,0.82,Yes,8.9,4
363,Rohan Iyer,Anna University,Civil Engineering,2022,North,Female,General,Middle,Urban,Employed,Public Sector,836106,0.93,1.2,9.2,250318,153363,75882,4.79,7.4,11,0.79,Yes,9.9,0
364,Ananya Bhat,VIT Vellore,Economics,2020,North,Male,General,High,Urban,Employed,Research,1328714,0.88,2.3,8.5,571195,198727,197122,3.55,8.2,29,0.7,No,9.6,1
365,Diya Sharma,Anna University,Biotechnology,2022,North,Female,OBC,Low,Urban,Employed,Finance,1156432,0.83,1.4,6.2,353019,265535,33025,3.61,8.9,23,0.82,No,7.8,2
366,Ananya Desai,BITS Pilani,Biotechnology,2021,South,Female,SC,High,Urban,Unemployed,,0,0.81,,,473668,284989,76300,0.0,8.1,28,0.86,Yes,7.0,8
367,Meera Patel,BITS Pilani,Business Administration,2020,North,Male,OBC,High,Urban,Employed,Healthcare,918054,0.9,2.3,6.6,648833,420048,257405,2.35,8.4,28,0.84,No,9.1,7
368,Vihaan Mehta,IIT Kanpur,Computer Science,2021,South,Male,OBC,Middle,Urban,Employed,Consulting,1176404,0.89,1.4,7.8,544172,219115,48298,2.37,9.5,10,0.72,Yes,7.0,10
369,Saanvi Pandey,IIT Delhi,Computer Science,2020,South,Male,OBC,Middle,Urban,Employed,Manufacturing,1069084,0.94,1.4,8.6,506324,366460,64478,2.42,7.5,18,0.93,Yes,7.1,1
370,Diya Kumar,IIM Bangalore,Psychology,2023,West,Male,SC,Middle,Urban,Employed,Finance,602079,0.9,3.9,7.0,274249,102079,17143,2.34,9.4,22,0.87,No,7.6,0
371,Anika Desai,IIT Kanpur,Biotechnology,2023,North,Female,OBC,Middle,Urban,Unemployed,,0,0.93,,,443678,326735,133239,0.0,9.9,16,0.88,No,9.7,9
372,Vivaan Menon,Delhi University,Economics,2020,South,Female,ST,High,Rural,Employed,Consulting,774842,0.84,3.7,7.8,656773,432041,259413,1.95,8.4,30,0.93,Yes,8.7,3
373,Myra Kumar,IIM Bangalore,Economics,2019,North,Female,OBC,Middle,Rural,Employed,Finance,1307738,0.88,2.3,7.5,459380,239912,92163,3.56,7.7,26,0.86,No,7.1,7
374,Diya Singh,BITS Pilani,Computer Science,2020,North,Male,ST,Low,Rural,Employed,Finance,904790,0.82,2.1,8.2,458824,330950,134425,2.79,8.6,18,0.93,Yes,7.2,5
375,Krishna Joshi,IIM Bangalore,Data Science,2018,East,Female,OBC,High,Urban,Employed,Education,1014199,0.95,1.7,8.9,445536,316844,105856,2.99,9.8,30,0.7,Yes,9.5,3
376,Pari Gupta,Delhi University,Marketing,2019,East,Female,ST,Middle,Urban,Employed,Research,683439,0.85,3.2,8.0,587977,238008,117957,1.45,9.6,14,0.84,Yes,7.1,10
377,Aadhya Joshi,IIT Kanpur,Economics,2022,East,Female,ST,High,Rural,Employed,IT,970449,0.97,1.6,7.6,183773,139864,20144,5.93,9.9,28,0.86,No,10.0,8
378,Myra Kumar,Anna University,Mechanical Engineering,2019,North,Female,ST,High,Rural,Unemployed,,0,0.81,,,259380,165339,23283,0.0,7.1,25,0.71,Yes,9.1,6
379,Ananya Kumar,IIT Kanpur,Data Science,2019,North,Male,ST,Low,Rural,Employed,Consulting,335852,0.82,1.6,7.7,580819,287826,29030,0.61,7.4,12,0.8,Yes,8.3,10
380,Pari Menon,Jadavpur University,Marketing,2019,East,Female,OBC,High,Rural,Employed,IT,732843,0.88,2.7,8.9,299623,156662,108079,3.83,8.2,26,0.78,No,9.4,4
381,Ira Pandey,Manipal University,Data Science,2022,South,Female,OBC,Middle,Urban,Employed,Research,1133804,0.84,3.6,7.1,630067,310202,172773,2.48,7.6,22,0.87,Yes,8.7,10
382,Meera Das,VIT Vellore,Mechanical Engineering,2018,East,Male,ST,Middle,Urban,Employed,Finance,750851,0.8,2.9,8.7,678896,463868,170924,1.48,8.2,16,0.83,No,7.5,7
383,Myra Joshi,Manipal University,Economics,2018,East,Male,ST,Low,Urban,Employed,Manufacturing,745455,0.82,3.5,9.4,493000,313127,121699,2.01,8.5,27,0.86,No,7.2,2
384,Aarav Bhat,IIT Bombay,Electrical Engineering,2018,South,Female,General,High,Rural,Employed,IT,753813,0.94,3.4,8.6,436525,164460,93870,2.2,7.5,27,0.75,Yes,9.1,10
385,Aditya Chopra,Manipal University,Data Science,2021,North,Female,General,High,Urban,Employed,Healthcare,939241,0.94,3.0,6.3,411829,200693,62531,2.69,7.6,10,0.95,No,7.0,1
386,Sai Menon,IIT Delhi,Economics,2022,South,Male,SC,Middle,Urban,Employed,Research,746222,0.8,1.6,6.9,598665,215760,56041,1.38,7.3,10,0.8,No,8.0,10
387,Ishaan Bhat,IIM Ahmedabad,Computer Science,2018,West,Male,OBC,Middle,Rural,Employed,Manufacturing,578694,0.86,2.9,9.5,414178,322858,157251,2.25,8.0,22,0.87,Yes,8.9,5
388,Pari Reddy,IIM Ahmedabad,Computer Science,2019,North,Female,ST,High,Urban,Unemployed,,0,0.82,,,172243,104753,16260,0.0,7.9,17,0.85,Yes,9.2,7
389,Ananya Kumar,IIT Madras,Economics,2019,East,Male,General,Low,Rural,Employed,Education,664486,0.84,3.2,7.4,482963,300306,10382,1.41,8.6,30,0.9,Yes,9.9,3
390,Meera Patel,Amity University,Civil Engineering,2021,South,Male,ST,High,Rural,Employed,IT,829857,0.82,2.8,9.3,217755,160035,9173,3.98,9.9,14,0.93,Yes,7.2,3
391,Rohan Varma,IIT Bombay,Economics,2021,South,Female,SC,Low,Urban,Employed,Manufacturing,777031,0.81,3.9,7.6,411063,185615,151105,2.99,8.3,18,0.92,No,8.9,2
392,Pari Roy,BITS Pilani,Biotechnology,2021,West,Female,OBC,Middle,Urban,Employed,Finance,831007,0.85,2.7,7.9,464815,277769,40055,1.96,8.7,22,0.82,No,7.5,5
393,Arjun Mehta,IIT Kanpur,Electrical Engineering,2021,West,Male,General,Low,Rural,Employed,Research,1313985,0.97,1.4,9.7,563820,442737,97817,2.82,8.2,28,0.72,Yes,7.9,2
394,Krishna Bose,IIM Bangalore,Business Administration,2021,West,Female,SC,High,Urban,Employed,Healthcare,578579,0.96,1.4,7.0,404125,217767,94742,1.87,8.9,30,0.74,No,9.0,9
395,Sai Sharma,IIT Bombay,Mechanical Engineering,2021,South,Female,ST,High,Urban,Employed,Manufacturing,1077716,0.93,3.8,9.5,597607,254840,79225,2.08,8.5,22,0.85,No,8.6,1
396,Saanvi Pandey,Christ University,Electrical Engineering,2018,East,Female,OBC,High,Rural,Employed,Manufacturing,268129,0.83,2.1,8.8,665609,200208,36617,0.43,9.3,23,0.86,No,8.3,3
397,Pari Menon,Delhi University,Mechanical Engineering,2023,North,Female,OBC,Low,Urban,Employed,Manufacturing,564494,0.81,1.3,6.5,351205,150904,107162,2.31,8.3,13,0.92,Yes,9.7,1
398,Diya Sharma,Jadavpur University,Civil Engineering,2018,North,Female,ST,High,Urban,Employed,Education,840740,0.9,4.0,9.0,157577,99692,51721,7.94,10.0,26,0.9,No,7.3,7
399,Pari Joshi,Jadavpur University,Economics,2019,East,Female,SC,High,Rural,Employed,Consulting,770024,0.92,3.7,6.6,567827,277791,15005,1.39,9.9,13,0.7,No,9.6,9
400,Aditya Varma,IIM Bangalore,Civil Engineering,2023,West,Female,ST,High,Rural,Employed,Healthcare,905552,0.92,1.7,7.9,153281,121565,53255,9.05,8.0,11,0.94,No,8.9,9
401,Vivaan Pandey,BITS Pilani,Psychology,2022,South,Male,ST,Middle,Urban,Employed,IT,727621,0.83,2.3,6.5,284072,155944,11415,2.67,7.9,27,0.95,No,9.0,10
402,Meera Gupta,IIT Kanpur,Civil Engineering,2019,North,Male,General,Low,Rural,Employed,Consulting,786082,0.82,3.1,9.5,552118,377181,57770,1.59,9.2,13,0.87,No,9.0,9
403,Anika Reddy,VIT Vellore,Business Administration,2019,South,Female,ST,High,Rural,Employed,Education,782155,0.9,1.4,7.3,271309,120864,14599,3.05,7.3,16,0.89,Yes,9.2,6
404,Saanvi Sharma,IIM Bangalore,Computer Science,2023,East,Male,ST,Middle,Rural,Employed,Manufacturing,805996,0.94,2.5,7.8,694998,439149,116466,1.39,7.3,24,0.78,No,7.0,9
405,Ananya Nair,Manipal University,Computer Science,2023,East,Female,SC,High,Urban,Employed,Public Sector,819749,0.94,3.8,6.9,376183,205964,98751,2.95,7.2,14,0.91,Yes,9.4,0
406,Sai Mehta,Manipal University,Economics,2021,East,Female,OBC,Low,Rural,Employed,Public Sector,773930,0.92,2.6,6.4,515226,349764,102514,1.88,7.2,19,0.87,Yes,9.2,5
407,Saanvi Patel,Christ University,Data Science,2023,West,Female,OBC,High,Urban,Employed,Public Sector,729863,0.92,4.0,6.6,455221,340782,54988,1.82,7.7,30,0.7,Yes,9.2,6
408,Sai Patel,IIT Bombay,Business Administration,2022,East,Female,OBC,Low,Urban,Employed,Research,754156,0.91,2.1,8.8,305785,187594,52952,2.98,7.7,22,0.82,Yes,7.4,10
409,Vivaan Roy,Christ University,Economics,2018,North,Female,ST,Middle,Urban,Employed,Finance,846930,0.85,3.2,9.2,277980,151390,87659,4.45,9.7,28,0.84,No,7.7,2
410,Myra Mehta,VIT Vellore,Economics,2023,North,Female,OBC,Low,Rural,Employed,Manufacturing,850551,0.93,1.6,8.6,575019,406212,5176,1.49,8.2,26,0.82,Yes,9.5,1
411,Sai Bhat,Manipal University,Electrical Engineering,2019,North,Male,ST,Middle,Urban,Employed,Healthcare,668553,0.96,1.5,9.9,319041,109721,33654,2.34,9.6,13,0.83,No,7.1,10
412,Aarav Gupta,IIM Bangalore,Computer Science,2022,East,Female,ST,Low,Rural,Employed,Consulting,612528,0.95,1.6,6.5,685392,277528,51909,0.97,9.0,11,0.75,No,7.1,8
413,Krishna Desai,IIM Ahmedabad,Data Science,2021,East,Male,ST,Low,Rural,Employed,Manufacturing,466044,0.91,1.8,8.5,569492,300711,66631,0.93,9.0,14,0.83,Yes,9.8,10
414,Krishna Pandey,Jadavpur University,Biotechnology,2021,West,Male,ST,Low,Rural,Employed,IT,1152937,0.86,2.0,7.1,409520,138729,32668,3.06,8.6,23,0.72,Yes,9.1,3
415,Ishaan Sharma,IIT Bombay,Economics,2022,South,Male,ST,Low,Urban,Employed,Education,551699,0.95,1.5,9.8,663402,230711,182924,1.15,9.1,27,0.77,Yes,9.6,6
416,Sai Pandey,SRM University,Biotechnology,2018,East,Female,ST,High,Urban,Employed,Manufacturing,636738,0.92,2.3,7.8,282506,104904,74391,3.06,9.2,30,0.94,Yes,7.2,7
417,Aadhya Roy,Delhi University,Data Science,2023,East,Female,ST,High,Urban,Employed,Finance,951270,0.83,1.2,9.0,470509,236787,81982,2.45,9.5,12,0.88,Yes,8.9,8
418,Pari Sharma,BITS Pilani,Biotechnology,2018,West,Male,ST,Middle,Urban,Employed,Healthcare,517395,0.9,3.9,8.7,157644,103584,46045,4.64,8.6,26,0.87,Yes,8.0,8
419,Rohan Menon,IIT Bombay,Business Administration,2021,West,Male,SC,Low,Rural,Employed,Manufacturing,449306,0.85,2.4,7.1,541416,424938,88593,0.99,9.7,27,0.91,Yes,7.7,0
420,Saanvi Chopra,IIT Kanpur,Data Science,2020,North,Male,ST,High,Rural,Unemployed,,0,0.87,,,156177,94918,21531,0.0,7.9,21,0.92,Yes,7.3,0
421,Aditya Bose,Anna University,Civil Engineering,2018,West,Male,OBC,Middle,Urban,Employed,Manufacturing,691015,0.82,2.3,9.4,412285,170293,103640,2.24,8.1,15,0.83,No,8.1,2
422,Arjun Pandey,Manipal University,Economics,2019,North,Male,SC,High,Urban,Employed,Education,792473,0.96,3.9,6.5,192211,70510,55188,5.78,9.2,15,0.87,No,9.7,7
423,Meera Mehta,SRM University,Electrical Engineering,2018,South,Female,ST,High,Rural,Employed,Finance,1020660,0.87,2.8,6.0,172179,62511,45104,8.03,8.5,17,0.71,No,9.3,7
